:START_ID,:END_ID,:TYPE
C0205251,C0201950,LOWER
C0522534,C0201950,LOWER
C0015689,C1550502,BE
C0015689,C0016157,BE_ABUNDANT_IN
C0034693,C0008377,ADVERSELY_AFFECT
C0034693,C0522534,BE_PRODUCED_BY
C0034693,C0574198,BE_USED_IN
C0034693,C0024798,BE_USED_IN
C0015259,C0023821,RAISE
C1513371,C0023821,RAISE
C0028754,C0023821,LOWER
C0037369,C0023821,LOWER
C0360714,C0013227,BE_A_CLASS_OF
C0360714,C0441889,LOWER
C0360714,C0020374,INHIBIT
C0020374,C0014442,BE_A
C0020374,C0599474,BE_INVOLVED_IN
C0020538,C0003850,RISK_FACTOR_FOR
C0020538,C0151744,INCREASE_RISK_FOR
C0020538,C0149721,CAUSE
C0149721,C0010054,CONTRIBUTE_TO
C0239059,C0003850,RISK_FACTOR_FOR
C0239059,C0003850,ACCOUNT_FOR
C0439590,C0205087,DOUBLE_RATE_OF
C0085134,C0205087,REDUCE_RISK
C0011849,C0441889,ASSOCIATE_WITH
C0011849,C0003850,INCREASE_RISK_FOR
C0011849,C0027051,INCREASE_INCIDENCE_OF
C0011849,C0442805,ASSOCIATE_WITH
C0011849,C0003850,INCREASE_RISK_FOR
C0440752,C0220781,PRESENT_DURING
C0440752,C0022023,LINK_WITH
C0440752,C3203359,LINK_WITH
C0333348,C0003850,ASSOCIATE_WITH
C0006560,C4015070,BE_A
C0006560,C0001347,BE_A
C0006560,C0023884,SYNTHESIZE_BY
C0220781,C1332683,IN_RESPONSE_TO
C0441889,C0027051,PREDICT_RISK_FOR
C0441889,C0038454,PREDICT_RISK_FOR
C0441889,C0085096,PREDICT_RISK_FOR
C0441889,C0085298,PREDICT_RISK_FOR
C0441889,C0003850,MAY_BE_A_MARKER_OF
C0006560,C0085134,BE_REDUCED_BY
C0006560,C1262477,BE_REDUCED_BY
C0006560,C0015259,BE_REDUCED_BY
C0085134,C0003850,COULD_REDUCE_THE_RISK_OF
C1262477,C0003850,COULD_REDUCE_THE_RISK_OF
C0015259,C0003850,COULD_REDUCE_THE_RISK_OF
C0221198,C0021368,ASSOCIATE_WITH
C1278080,C0010054,CORRELATE_WITH
C1278080,C0085096,CORRELATE_WITH
C1278080,C0038454,CORRELATE_WITH
C1278080,C0042487,CORRELATE_WITH
C0019880,C0205250,CAUSE
C0019880,C0012634,ASSOCIATE_WITH
C0441889,C2242817,CAN_INCREASE
C0441889,C2242817,CAN_INCREASE
C0232478,C0012634,DO_NOT_AFFECT
C0524620,C0311277,ASSOCIATE_WITH
C0524620,C0021655,CHARACTERIZE_BY
C0524620,C0020538,CHARACTERIZE_BY
C0524620,C0242339,CHARACTERIZE_BY
C0524620,C0398623,CHARACTERIZE_BY
C0524620,C0333348,CHARACTERIZE_BY
C0079189,C0206131,RELEASE_FROM
C0030685,C0333348,MAY_TRIGGER
C0242339,C0035648,BE_A
C0020456,C0035648,BE_A
C0020538,C0035648,BE_A
C0449913,C0856169,MAY_CONTRIBUTE_TO
C0449913,C0040053,MAY_CONTRIBUTE_TO
C0333348,C0856169,MAY_CONTRIBUTE_TO
C0333348,C0040053,MAY_CONTRIBUTE_TO
C0065058,C0012634,BE_CORRELATED_WITH
C0065058,C0007820,BE_CORRELATED_WITH
C0065058,C0023823,BE_AN
C0065058,C0205666,CONTAIN
C0205666,C0085833,LINK_TO
C0085833,C0032140,BE_HOMOLOGOUS_TO
C0085833,C0017337,SUGGEST_A_POTENTIAL_LINK_BETWEEN
C0085833,C0567416,SUGGEST_A_POTENTIAL_LINK_BETWEEN
C0567416,C0003850,CAN_DRIVE
C0441889,C0441471,BE_POTENT_PREDICTORS_OF
C0441889,C0027051,BE_POTENT_PREDICTORS_OF
C0441889,C0038454,BE_POTENT_PREDICTORS_OF
C1879547,C1334294,MAY_BE
C0040018,C0021368,CAN_INITIATE
C0040018,C0010813,INITIATE_INFLAMMATION_THROUGH
C0032405,C0023516,LOCATE_ON
C0032405,C0014257,LOCATE_ON
C0032405,C0038250,LOCATE_ON
C5206406,C0392148,BE_DEFINED_BY
C0007634,C0544886,HAVE_ACQUIRED
C0544886,C0029016,BE_IN
C0544886,C0079427,BE_IN
C5206406,C0012634,BE_STRONGLY_ASSOCIATED_WITH
C5690798,C0018956,DERIVE_FROM
C1515926,C0012634,POSSIBLY_CAUSES
C0014239,C0035647,ASSOCIATE_WITH
C0376558,C0035647,ASSOCIATE_WITH
C0003850,C0333348,BE_A
C3641258,C1158918,INVOLVE_INTERACTION_OF
C3641258,C0024432,INVOLVE_INTERACTION_OF
C3641258,C0039194,INVOLVE_INTERACTION_OF
C3641258,C0007634,INVOLVE_INTERACTION_OF
C0003850,C0450254,RESULT_FROM
C3263722,C0856169,LEAD_TO
C0856169,C0442805,LEAD_TO
C0856169,C1154393,LEAD_TO
C0856169,C0040053,LEAD_TO
C0033684,C0005847,OCCUR_IN
C0348035,C0023820,BE_A_TYPE_OF
C1261104,C0023820,BE_A_TYPE_OF
C0026473,C0014257,ADHERE_TO
C0026473,C0162864,MIGRATE_INTO
C0026473,C0024432,DIFFERENTIATE_INTO
C0026473,C0016390,DIFFERENTIATE_INTO
C0333574,C0024432,OCCUR_WITHIN
C0024432,C1332683,RELEASE
C0271510,C1257900,CAUSE_BY
C0271510,C1257900,CAUSE_BY
C0271510,C1257900,CAUSE_BY
C3263722,C0871261,BE_PART_OF
C1517945,C0205400,RESULT_IN
C1517945,C0443254,CAUSE_BY
C1517945,C0019010,CAUSE_BY
C1517945,C4228838,CAUSE_BY
C1517945,C1282930,CAUSE_BY
C1517945,C0220806,CAUSE_BY
C0205400,C0264956,LEAD_TO
C0264956,C0205250,ENSUE_IN_PRESENCE_OF
C0042776,C0871261,CONTRIBUTE_TO
C0856169,C0442805,INCLUDE
C0856169,C1154393,INCLUDE
C0856169,C3548511,INCLUDE
C0856169,C0034693,INCLUDE
C0024432,C1879547,UNDERGO
C1135918,C0271510,UNDERGO
C1135918,C0023779,ACCUMULATE
C0023779,C0005847,LOCATE_IN
C0024432,C0023779,ENGULF
C1135918,C0023779,ENGULF
C4703473,C0031843,BEGIN_AT
C0031847,C0442805,EXHIBIT
C0031847,C0001511,EXHIBIT
C0031847,C0017262,EXHIBIT
C0442805,C0003850,CONTRIBUTE_TO
C0001511,C0003850,CONTRIBUTE_TO
C0017262,C0003850,CONTRIBUTE_TO
C0020538,C0022023,TRIGGER
C0020473,C0022023,TRIGGER
C0040549,C0022023,TRIGGER
C3495426,C0022023,TRIGGER
C1332683,C0017262,STIMULATE
C0041368,C1332683,BE_A_TYPE_OF
C0729333,C0856169,CAUSE
C0020443,C0856169,CAUSE
C0019010,C1563937,IMPORTANT_IN
C0332461,C0337094,OCCUR_AT
C0332461,C0003873,OCCUR_AT
C0332461,C0003483,OCCUR_AT
C1827505,C0337094,PRESENT_AT
C1827505,C0003873,PRESENT_AT
C1827505,C0003483,PRESENT_AT
C1537026,C0017337,LEAD_TO
C0017337,C0003850,PROTECT_AGAINST
C0017337,C2347366,EXPLAIN
C0023779,C0005775,TRANSPORT_IN
C0023779,C0003601,BIND_TO
C0598784,C0017337,RESULT_FROM
C0598784,C0025519,RESULT_FROM
C0017337,C0003601,ENCODE
C0017337,C0065059,ENCODE
C0027726,C0598783,DERANGE
C0001973,C0598783,DERANGE
C0020676,C0598783,DERANGE
C0011849,C0598783,DERANGE
C0428474,C0033684,BE_A
C0428472,C0033684,BE_A
C0441889,C0033684,BE_A
C0000768,C0027051,PRESENT_IN
C0020443,C1563937,IMPLICATE_IN
C0008377,C0264956,BE_A_DOMINANT_LIPID_IN
C0008387,C0264956,BE_A_DOMINANT_LIPID_IN
C0314603,C0003850,ASSOCIATE_WITH
C0314603,C0003850,ASSOCIATE_WITH
C0020476,C0314603,CAUSE_BY
C0020476,C0314603,CAUSE_BY
C0020445,C0597357,CAUSE_BY
C0020445,C0243144,CAUSE_BY
C0020445,C0027051,CAN_LEAD_TO
C0011849,C0020443,CAUSE
C0020676,C0020443,CAUSE
C0011849,C4021654,LEAD_TO
C0020676,C4021654,LEAD_TO
C0019247,C0020443,CAUSE
C0439661,C0020443,CAUSE
C0019247,C4021654,LEAD_TO
C0439661,C4021654,LEAD_TO
C0201950,C0003850,CORRELATE_WITH
C0549399,C0003850,CORRELATE_WITH
C0008377,C0003850,SLOW_PROGRESSION_OF
C0013227,C0003850,SLOW_PROGRESSION_OF
C0008377,C0332461,CAUSE_REGRESSION_OF
C0013227,C0332461,CAUSE_REGRESSION_OF
C0008377,C1320716,REDUCE_RISK_FOR
C0013227,C1320716,REDUCE_RISK_FOR
C0242339,C1563937,CONTRIBUTE_TO
C0020473,C0031843,IMPAIR
C0020443,C0031843,IMPAIR
C0020473,C0178645,INCREASE
C0020443,C0178645,INCREASE
C0178645,C2700592,ACCELERATE
C2700592,C0026606,DAMP
C0023820,C0162864,ACCUMULATE_WITHIN
C0023820,C0348035,GENERATE
C0023820,C1261104,GENERATE
C0023823,C0178645,OXIDIZE_BY
C0178645,C0024432,GENERATE_BY
C0178645,C0013806,GENERATE_BY
C0348035,C0024432,INGEST_BY
C0024432,C0074129,INGEST_VIA
C0004651,C0007634,RESULT_IN
C0348035,C0018284,STIMULATE_RELEASE_OF
C0348035,C0079189,STIMULATE_RELEASE_OF
C0348035,C0282554,STIMULATE_RELEASE_OF
C0348035,C0271510,INCREASE
C0348035,C0013806,BE_CYTOTOXIC_TO
C0348035,C0009170,BE_CYTOTOXIC_TO
C0007634,C0014239,SERVE_AS
C0007634,C5690798,ACTIVATE
C0007634,C0026473,ACTIVATE
C0007634,C0024432,ACTIVATE
C0026473,C0021755,PRODUCE
C0026473,C0243042,PRODUCE
C0024432,C0021755,PRODUCE
C0024432,C0243042,PRODUCE
C0021368,C0589507,CONTRIBUTE_TO
C0021368,C0242656,CONTRIBUTE_TO
C0021368,C0007447,CONTRIBUTE_TO
C0031847,C0007578,EXPRESS
C0007578,C1154393,PROMOTE
C1154393,C0026473,INVOLVE
C1154393,C0039194,INVOLVE
C0026473,C0162864,MIGRATE_INTO
C0039194,C0162864,MIGRATE_INTO
C0034693,C0282554,INFLUENCE_BY
C0026473,C0024432,DIFFERENTIATE_INTO
C0024432,C0023820,ENGULF
C0023820,C0348035,INCLUDE
C0023820,C1261104,INCLUDE
C1261104,C0021368,INSTIGATE
C1261104,C2936529,INSTIGATE_INFLAMMATION_THROUGH
C2936529,C0030685,LEAD_TO
C0001280,C0162772,PRODUCE
C0162772,C0023823,DRIVE
C0001280,C0018284,ELABORATE
C0018284,C0334094,STIMULATE
C0039194,C0162864,RECRUIT_TO
C0039194,C0024432,INTERACT_WITH
C0039194,C0021376,CONTRIBUTE_TO
C4684428,C1332683,ELABORATE
C1332683,C0002199,INCLUDE
C0002199,C0024432,STIMULATE
C0002199,C0013806,STIMULATE
C0002199,C0009170,STIMULATE
C0021376,C1257900,LEAD_TO
C1515877,C0018284,RELEASE
C0007623,C0018284,RELEASE
C0018284,C0334094,PROMOTE
C0018284,C0220781,PROMOTE
C0334096,C0333052,LEAD_TO
C0333562,C0333052,LEAD_TO
C0333484,C0022023,BE_A
C0333052,C0018270,CONTRIBUTE_TO
C0018284,C0334094,IMPLICATE_IN
C0018284,C0220781,IMPLICATE_IN
C0018284,C0032200,INCLUDE
C0018284,C0016026,INCLUDE
C0018284,C0040690,INCLUDE
C0032200,C0005821,RELEASE_BY
C0032200,C0024432,RELEASE_BY
C0032200,C0013806,RELEASE_BY
C0032200,C0009170,RELEASE_BY
C0562425,C0015350,SYNTHESIZE
C0015350,C0009325,BE_A
C0009325,C2936350,STABILIZE
C0333348,C0162638,CAUSE
C0333348,C0699900,CAUSE
C0162638,C0205360,LEAD_TO
C0699900,C0205360,LEAD_TO
C0003850,C1260954,FOLLOW
C0333484,C0205251,BEGIN_AS
C0333484,C0553580,BEGIN_AS
C0332573,C0022023,COALESCE_INTO
C0333484,C0004651,COMPOSE_OF
C0333484,C0021270,APPEAR_IN
C0333484,C0439234,PRESENT_IN
C0333484,C2936350,DO_NOT_ALWAYS_PROGRESS_TO
C0001527,C0001578,FORM_DURING
C0001527,C0205145,FORM_AT
C2936350,C0205400,FEATURE
C2936350,C0333574,FEATURE
C0264956,C0022023,BE_A_TYPE_OF
C0264956,C0549177,CAN_COALESCE_TO_FORM
C0087086,C0681698,BE_SUPERIMPOSED_ON
C2936350,C0449719,INVOLVE
C0349590,C0729333,RELATE_TO
C0205251,C0220781,CAUSE
turbulence at branch points,C0205251,BE_A_TYPE_OF
C0003850,C0521114,INVOLVE
C0003850,C0205042,INVOLVE
C0003850,C0032649,INVOLVE
C0003850,C0007276,INVOLVE
C0003850,C0005847,INVOLVE
C0003850,C0003484,BE_MORE_SEVERE_IN
C0003850,C1522460,BE_LESS_SEVERE_IN
C0005847,C0003850,BE_SPARED_FROM
C0025465,C0003850,BE_SPARED_FROM
C0035065,C0003850,BE_SPARED_FROM
C4703473,C0205390,COEXIST_AT
C2936350,C0007634,HAVE_COMPONENT
C0007634,C0009170,INCLUDE
C0007634,C0024432,INCLUDE
C0007634,C0039194,INCLUDE
C0003483,C0333484,HAVE
C0333484,C0005847,LOCATE_NEAR
C0333484,C0007634,DEMONSTRATE
C0016390,C0024432,DERIVE_FROM
C0003483,C0003850,HAVE
C0003850,C0334146,COMPOSE_OF
C0003483,C0205219,HAVE
C0205219,C0681698,INCLUDE
C0205219,C0087086,INCLUDE
C0087086,C0221198,OVERLIE
C2936350,C0205042,LOCATE_IN
C2936350,C0179586,HAVE_COMPONENT
C2936350,C0205099,HAVE_COMPONENT
C0205099,C0023779,CONTAIN
C0009325,C0577559,BE_STAINED_WITH
C0524461,C0022023,BE_NARROWED_BY
C0022023,C0005847,LEAVE_UNAFFECTED
C0025255,C0599946,SHOW
C0025255,C0599946,SHOW
C0003842,C0332528,SHOW
C0205144,C0007634,CONTAIN
C0205144,C0006660,CONTAIN
C0205144,C0027686,CONTAIN
C2936350,C0015350,HAVE_COMPONENT
C0015350,C0009325,INCLUDE
C0015350,C0230899,INCLUDE
C0015350,C0033692,INCLUDE
C2936350,C0175996,HAVE_COMPONENT
C2936350,C0008731,HAVE_COMPONENT
C0332461,C0179586,HAVE
C0179586,C0009170,COMPOSE_OF
C0179586,C0009325,COMPOSE_OF
C0037004,C0024432,CONTAIN
C0037004,C0039194,CONTAIN
C0037004,C0009170,CONTAIN
C0007018,C0023779,CONTAIN
C0023779,C0008377,BE_A
C0023779,C0008387,BE_A
C0007018,C0027544,CONTAIN
C0007018,C0004651,CONTAIN
C0007018,C0007634,CONTAIN
C0007018,C0015982,CONTAIN
C0007018,C0087086,CONTAIN
C0007018,C0032120,CONTAIN
C0007634,C0205418,FORM
C0205418,C0008377,LEAVE_BEHIND
C0221198,C0027686,SHOW
C0027686,C0005767,BE_A
C0009458,C0016059,EXHIBIT
C0016059,C0205357,SECONDARY_TO
C0016059,C1267092,SECONDARY_TO
C0264956,C0023779,CONTAIN
C0334146,C0009170,COMPOSE_OF
C0334146,C0225331,COMPOSE_OF
C0332461,C0007587,ENLARGE_THROUGH
C0332461,C0011164,ENLARGE_THROUGH
C0332461,C0220781,ENLARGE_THROUGH
C0332461,C0243125,ENLARGE_THROUGH
C0264956,C0006660,UNDERGO
C2936350,C0392747,SUSCEPTIBLE_TO
C3203359,C0439861,EXPOSE
C0205148,C0439861,EXPOSE
C0205148,C0439861,EXPOSE
C3203359,C0220781,INDUCE
C0205148,C0220781,INDUCE
C0205148,C0220781,INDUCE
C0087086,C0524461,OCCLUDE
C0250400,C5539563,LEAD_TO
C5539563,C0018787,OCCUR_IN
C0087086,C1300196,BECOME
C0087086,C1413096,INCORPORATE_INTO
C3203359,C0001779,CAUSE
C0005847,C0001779,CAUSE
C0018944,C0022023,CAUSE
C0018944,C3203359,CAUSE
C3203359,C0440266,DISCHARGE
C0440266,C0333227,PRODUCE
C0333227,C0423896,COMPOSE_OF
C0205263,C1762617,CAUSE
C0475224,C1762617,CAUSE
C1517945,C1762617,CAUSE
C1762617,C0002940,LEAD_TO
C1762617,C3203359,LEAD_TO
C0226008,C0003850,INVOLVE_BY
C4022895,C0003850,INVOLVE_BY
C0003850,C0022116,PRESENT_WITH
C0003850,C0022116,PRESENT_WITH
C0003850,C0022116,PRESENT_WITH
C0003850,C0022116,PRESENT_WITH
C0027051,C0003850,BE_A_CONSEQUENCE_OF
C0007785,C0003850,BE_A_CONSEQUENCE_OF
C0003486,C0003850,BE_A_CONSEQUENCE_OF
C0085096,C0003850,BE_A_CONSEQUENCE_OF
C4703473,C0205463,CAUSE
C0332461,C0005847,DISRUPT
C4703473,C0029166,RESPONSIBLE_FOR
C1513371,C3640173,PRESERVE
C1513371,C0332520,INCREASE
C0264956,C0005775,IMPINGE_ON
C0392747,C0005767,CAUSE
C1511545,C0011382,LEAD_TO
C0011382,C0806140,LIMIT
C3203359,C0011071,CAUSE
C0010072,C2936350,SUPERIMPOSE_ON
C0332454,C0027051,TRIGGER
C0007634,C0035648,ACCELERATE_BY
C0021368,C0022023,OCCUR_IN
C0856169,C0022023,OCCUR_IN
C0018270,C0022023,OCCUR_IN
C0001511,C0022023,OCCUR_IN
C1513371,C0022023,OCCUR_IN
C0600210,C0162864,OCCUR_TO
C0600210,C0015350,OCCUR_TO
C0334094,C0243107,BE_A_PROCESS_IN
C0029237,C0243107,BE_A_PROCESS_IN
C0282116,C0243107,BE_A_PROCESS_IN
C0006660,C0243107,BE_A_PROCESS_IN
C0003850,C0009566,HAVE_COMPLICATION
C0003850,C0450254,HAVE_PATHOGENIC_EVENT
C0003850,C1514562,HAVE_MORPHOLOGIC_FEATURE
C0003850,C0175860,HAVE_NATURAL_HISTORY
C0022023,C0243163,CAUSE
C0010054,C0008031,CAUSE
C0010054,C0340288,BE_A
C0003850,C0442856,CAUSE
C0442856,C0156149,CAUSE
C0442856,C0085298,CAUSE
C0442856,C0205191,CAUSE
C0442856,C0007786,CAUSE
C0442856,C0021775,CAUSE
C0021775,C0002962,BE_A
C0014239,C0040053,TRIGGER
C3203359,C0040053,TRIGGER
C0040053,C1096458,LEAD_TO
C0040053,C0021308,LEAD_TO
C3203359,C0729650,EXPOSE
C0681698,C0004799,EXPOSE
C0019080,C0449468,CAUSE
C0332461,C0027051,RESPONSIBLE_FOR
C0332461,C0948089,RESPONSIBLE_FOR
C0022023,C0683368,TRIGGER
C0027361,C0441471,AT_RISK_FOR
C0392747,C0021918,HAVE_CAUSE
C0392747,C0021918,HAVE_CAUSE
C0021918,C0678594,INCLUDE
C0021918,C0733755,INCLUDE
C0021918,C0005823,INCLUDE
C1257900,C0205266,WEAKEN
C0332461,C0443294,AT_HIGH_RISK_OF
C0332167,C0007634,CONTAIN
C0332167,C0008731,CONTAIN
C0332167,C0179586,HAVE
C0179586,C0009170,CONTAIN
C0332167,C0007634,CONTAIN
C0205250,C0681698,BE_REFERRED_TO_AS
C0179586,C0549178,UNDERGO
C0443254,C0423896,PROPORTIONAL_TO
C0179586,C0423896,PROPORTIONAL_TO
C0220781,C0205266,AFFECT
C0009325,C2936350,LOCATE_IN
C0009325,C0009170,SYNTHESIZE_BY
C1517945,C0179586,RESULT_IN
C0022023,C1157968,INCREASE
C0022023,C2246343,REDUCE
C0022023,C0443254,DESTABILIZE
C0205360,C0009325,HAVE
C0205360,C0022023,HAVE
C0205360,C0449820,HAVE
C0681698,C0179586,HAVE
C0681698,C0449820,HAVE
C0681698,C0442805,HAVE
C0360714,C0441889,REDUCE
C0360714,C0332461,STABILIZE
C0360714,C0022023,REDUCE
C0001637,C1272641,CAN_INCREASE
C0001637,C0042396,CAN_INDUCE
C0001637,C0443254,INCREASE
C0001637,C0442696,BE_ASSOCIATED_WITH
C0001637,C0005823,CAUSE
C0001637,C0026606,CAUSE
C0025344,C0027051,BE_IN_THE_ONSET_OF
C3203359,C1947917,RESULT_IN
C0022023,C0003850,OCCUR_IN
C0205087,C0003850,OCCUR_IN
C0040053,C0003850,OCCUR_IN
C0332454,C0549177,BE_A_MECHANISM_OF
C0043240,C0549177,BE_A_MECHANISM_OF
C0003850,C0178499,BE_A
C0178499,C0179586,BE_COMPOSED_OF
C0178499,C0264956,BE_COMPOSED_OF
C0011389,C0009170,INCLUDE
C0011389,C0015350,INCLUDE
C0011389,C0440752,INCLUDE
C0011389,C0023779,INCLUDE
C0011389,C0027544,INCLUDE
C1563937,C0178324,BE_DRIVEN_BY
C1563937,C0021368,BE_DRIVEN_BY
C1257900,C0031847,CAUSE
C1257900,C0271510,INFLUENCE
C1257900,C1292856,INFLUENCE
C0020443,C0003850,BE_A_MODIFIABLE_RISK_FACTOR_FOR
C0020538,C0003850,BE_A_MODIFIABLE_RISK_FACTOR_FOR
C0239059,C0003850,BE_A_MODIFIABLE_RISK_FACTOR_FOR
C0011849,C0003850,BE_A_MODIFIABLE_RISK_FACTOR_FOR
C2936350,C0439834,DEVELOP
C2936350,C0439834,GROW
C0205360,C0022116,CAN_PRODUCE
C0205360,C0005847,PRODUCE_SYMPTOMS_BY
C0205360,C0022023,CAN_CAUSE
C0205360,C3245505,CAN_CAUSE
C3203359,C0022023,BE_RELATED_TO
C0040053,C0022023,BE_RELATED_TO
C0013931,C0022023,BE_RELATED_TO
C0205360,C0439794,HAVE
C0205360,C0333574,HAVE
C0205360,C0022023,HAVE
C0205360,C0179586,HAVE
C0205360,C0449820,HAVE
C0205360,C0333348,HAVE
C0002940,C0333099,BE_A_TYPE_OF
C0002940,C0005847,BE_DILATIONS_OF
C0002940,C0018787,BE_DILATIONS_OF
C0002940,C0009678,CAN_BE
C0002940,C0439661,CAN_BE
C0002940,C0934502,INVOLVE
C0002940,C0018787,INVOLVE
C0002940,C0333482,INCLUDE
C0002940,C4020964,INCLUDE
C0002940,C0392464,INCLUDE
C0392464,C0027051,RESULT_FROM
C1510412,C1510412,BE_ALSO_KNOWN_AS
C1510412,C0238577,RESULT_FROM
C0238577,C0220781,LEAD_TO
C0005847,C5453901,COMMUNICATE_WITH
C0242875,C0001511,BE_CONTAINED_BY
C0444505,C0205144,OCCUR_AT
C0002949,C0003842,INVOLVE
C0005767,C0934502,PUSH_APART
C0002940,C0333138,BE_CAUSES_OF
C0002940,C0040053,BE_CAUSES_OF
C0012737,C0333138,BE_CAUSES_OF
C0012737,C0040053,BE_CAUSES_OF
C0002940,C3203359,HAVE_PROPENSITY_TO
C0012737,C3203359,HAVE_PROPENSITY_TO
C2713497,C0443299,BE
C2713497,C0087086,CAN_HAVE
C0333099,C0332520,BE
C0333099,C0003489,COMMONLY_INVOLVE
C0333099,C0003484,COMMONLY_INVOLVE
C0333099,C0020887,COMMONLY_INVOLVE
C0003842,C0040300,BE
C0003842,C1720529,WITHSTAND
C0002940,C1515926,OCCUR_DUE_TO
C0002940,C1515926,OCCUR_DUE_TO
C1515926,C0205266,COMPROMISE
C1515926,C0205266,COMPROMISE
C0220781,C0002940,BE_A_FACTOR_IN
C0220781,C0002940,BE_A_FACTOR_IN
C0040690,C0334094,REGULATE
C0040690,C0220781,REGULATE
C0026882,C4329703,RESULT_IN
C0026882,C4329703,RESULT_IN
C1704259,C4329703,RESULT_IN
C1704259,C4329703,RESULT_IN
C4329703,C0002940,CAN_LEAD_TO
C4329703,C0002940,CAN_LEAD_TO
C1510412,C0002940,BE_A_TYPE_OF
C0012737,C0022023,BE_A_TYPE_OF
C0005847,C0005847,BE_A_TYPE_OF
C0332307,C0038999,HAVE_CHARACTERISTIC
C0332307,C0332161,HAVE_CHARACTERISTIC
C0332307,C0205266,HAVE_CHARACTERISTIC
C0332307,C0012359,HAVE_CHARACTERISTIC
C1510412,C3203359,HAVE_CHARACTERISTIC
C3203359,C0005767,CREATE
C0018944,C0040300,BE_BOUNDED_BY
C0012737,C0005767,INVOLVE
C0005767,C0934502,SEPARATE
C0333490,C0003483,BE_OBSERVED_IN
C0024796,C0332255,SHOW
C0024796,C0013765,SHOW
C0013765,C4289684,RESEMBLE
C0013765,C0005680,BE_STAINED
C0002940,C0700321,OFTEN_RUPTURE
C0024796,C0220781,INVOLVE
C0220781,C0442805,LEAD_TO
C0442805,C0507851,OCCUR_IN
C0442805,C0012359,LEAD_TO
C0012359,C0037083,BE_DUE_TO
C0012359,C0040300,BE_DUE_TO
C0220781,C0002940,LEAD_TO
C0220781,C0268338,BE_A_HALLMARK_OF
C0017262,C2936350,OCCUR_IN
C0017262,C0814002,CONTRIBUTE_TO
C0017262,C0014239,DEGRADE
C0017262,C0243125,LEAD_TO
C0314603,C0032529,RELATE_TO
C0002940,C0021368,OCCUR_IN_THE_SETTING_OF
C0205400,C0205102,CAUSE
C0205400,C0524461,INCREASE
C0020538,C0003483,CAUSE
C0020538,C0205101,LEAD_TO
C0022116,C1517945,RESULT_IN
C0022116,C0017337,RESULT_IN
C0017337,C0016059,INCLUDE
C0017337,C0205412,INCLUDE
C0017337,C4055506,INCLUDE
C0016059,C0040300,REPLACE
C0017337,C0333490,BE_CALLED
C0333490,C4329703,CAN_OCCUR_WHEN
C4329703,C0854723,OCCUR_IN
C0854723,C0024796,INCLUDE
C4329703,C0020732,OCCUR_IN
C0020732,C0036474,INCLUDE
C0003850,C0003486,BE_A_PREDISPOSING_CONDITION_FOR
C0020538,C0003486,BE_A_PREDISPOSING_CONDITION_FOR
C0003850,C0162871,BE_A_DOMINANT_FACTOR_IN
C0020538,C0003483,ASSOCIATE_WITH
C0043251,C0677535,WEAKEN
C0043251,C0002940,LEAD_TO
C0042384,C0677535,WEAKEN
C0042384,C0002940,LEAD_TO
C0000768,C0677535,WEAKEN
C0000768,C0002940,LEAD_TO
C0851162,C0677535,WEAKEN
C0851162,C0002940,LEAD_TO
C0851162,C0085808,GIVE_RISE_TO
C0085808,C0013931,RESULT_FROM
C0013931,C0014121,BE_A_COMPLICATION_OF
C0085808,C1184743,RESULT_FROM
C0085808,C0029235,RESULT_FROM
C0153188,C0003486,BE_A_RARE_CAUSE_OF
C0205385,C0014100,RESULT_IN
C0014100,C0205251,COMPROMISE
C0441713,C0002940,LEAD_TO
C0002940,C0225957,CAN_INVOLVE
C0002940,C0003850,OCCUR_AS_A_CONSEQUENCE_OF
C0002940,C0003484,FORM_IN
C0002940,C0003842,FORM_IN
C0002940,C0003489,MAY_INVOLVE
C0002940,C1522460,MAY_INVOLVE
C0162871,C0025266,OCCUR_MORE_FREQUENTLY_IN
C0162871,C0337664,OCCUR_MORE_FREQUENTLY_IN
C0003850,C0003486,BE_A_MAJOR_CAUSE_OF
C0003486,C0243125,RESULT_FROM
C0243125,C0030940,MEDIATE_BY
C0030940,C3887644,RELEASE_FROM
C3887644,C4703473,BE_IN
C2936350,C0450237,COMPROMISE
C0022023,C0009458,HAVE_DELETERIOUS_EFFECTS_ON
C0009458,C0011164,UNDERGO
C0009458,C0027540,UNDERGO
C0079411,C1817007,RESULT_IN
C4732735,C0027361,BE_A_FACTOR_IN
C0337664,C0024117,TEND_TO_HAVE
C0337664,C0013990,TEND_TO_HAVE
C0030705,C0332281,BE_PREDISPOSED_TO_DEVELOP
C0003850,C0205168,BE_PRESENT_WITH
C0003850,C1261381,BE_PRESENT_WITH
C0002940,C0333205,CONTAIN
C0271742,C0003842,BE_ACCOMPANIED_BY
C0333348,C0439794,CHARACTERIZE_BY
C0439794,C0024419,CONTAIN
C0024419,C0024432,CONTAIN
C0024419,C0017526,CONTAIN
C0333348,C0012634,BE_A_VASCULAR_MANIFESTATION_OF
C3203653,C0225331,MARK_BY
C0225331,C0032105,ASSOCIATE_WITH
C3203653,C0030274,CAN_AFFECT
C3203653,C0005423,CAN_AFFECT
C3203653,C0040132,CAN_AFFECT
C3203653,C0036098,CAN_AFFECT
C0027361,C0003509,HAVE
C0027361,C0014239,HAVE
C0003509,C0677535,WEAKEN
