cui,umls_concept
C5142783,Streptococcus mitus 1
C3658208,Dysbiosis
C0178238,Intestinal infectious disease (disorder)
C0332256,Containing (qualifier)
C0430402,Bacterial culture (procedure)
C0010453,Anthropological Culture
C1293950,Silver stain method
C0017542,Giemsa stain
C0200932,Nucleic Acid Amplification Tests
C1709846,Real-Time Polymerase Chain Reaction
C0026344,"Models, Molecular"
C0179086,"Analyzers, Laboratory, Microbiology, Susceptibility"
C2298326,Mycobacterium lepromatosis
C0206679,"herpesvirus 1, human"
C0026914,Mycobacterium avium Complex
C1535939,Pneumocystis jiroveci pneumonia
C0276289,Zika Virus Infection
C0018378,Guillain-Barre Syndrome
C0012652,Disease Outbreaks
C3826173,Human behavior
C1175175,Severe Acute Respiratory Syndrome
C0011133,Deer (mammal)
C0026584,Culicidae
C0008056,Chikungunya virus
C0043125,West Nile virus
C0949285,"Antibiotic Resistance, Microbial"
C0858318,Plasmodium falciparum infection
C0699795,Attack device
C0003175,Anthrax disease
C0006057,Botulism
C0032064,Plague
C0037354,Smallpox
C0041351,Tularemia
C0019104,"Hemorrhagic Fevers, Viral"
C0006309,Brucellosis
C0017589,Glanders
C0025229,Melioidosis
C0029291,Psittacosis
C0034362,Q Fever
C0041471,TYPHUS
C0751098,Mosquito-borne viral encephalitis
C0035243,Respiratory Tract Infections
C1279264,Infectious disease of genitourinary system
C1853193,Recurrent skin infections
C0745442,Intravenous Catheters
C0085178,Needlestick Injuries
C0005658,bite injury
C0003725,Arboviruses
C0003044,Animal bite
C0036315,Schistosoma
C4072750,Gastrointestinal pathogens
C0017133,Gastric Juice (substance)
C0042629,Vibrio cholerae
C0013371,Shigella Infections
C0314761,Normal flora
C0024651,Malt Grain
C0599757,M Cells
C0206435,poliovirus
C0580247,Enteropathogenic Escherichia coli
C4048836,Salmonella enterica subsp. enterica serovar typhi
C0036957,Shigella flexneri
C0001075,Achlorhydria
C5139166,Clostridium difficile enteritis
C0031133,Peristalsis
C0035870,Rotavirus
C0004590,Bacillus cereus
C0014372,Enterotoxins
C0016479,Food Poisoning
C0580797,Enterotoxigenic Escherichia coli
C0015309,Exotoxins
C0036111,Salmonella
C0006813,Campylobacter
C0036125,Salmonella typhi
C1265431,Hydatid cyst (organism)
C0015648,Fasciola hepatica
C0321793,Lung trematode
C0021585,Insecta
C0003704,Arachnida (invertebrate)
C0015256,Excoriation
C0282508,Ixodes dammini
C0225377,Structure of upper respiratory tract cavity
C0149778,Soft Tissue Infection
C0338237,Antibiotic therapy
C1260957,Blue color
C0023237,Legionella
C0597258,Genus Pneumocystis
C0002642,Amoeba genus
C0021345,Infectious Mononucleosis
C0018081,Gonorrhea
C0008149,Chlamydia Infections
C0439858,Conventional
C0005670,BK Virus
C0729531,Viral respiratory infection
C0599752,intestinal bacteria
C0026922,Mycobacterium leprae
C0042765,Virulence
C0074447,Shiga Toxin
C0041573,Uganda
1947,1947
C0338666,Drug abuser
C0004576,Babesiosis
C0003862,Arthralgia
C0016253,Florida
C0027573,Neisseria gonorrhoeae
C0023122,Latin America
C0871222,reality
C0004589,Bacillus anthracis
C0006055,Botulinum Toxins
C0043408,Yersinia pestis
C0729756,Variola major virus
C0016677,Francisella tularensis
C0006303,Brucella
C0033818,Burkholderia mallei
C0033819,Burkholderia pseudomallei
C0008150,Chlamydophila psittaci
C0010240,Coxiella burnetii
C0035587,Rickettsia prowazekii
C0014078,Venezuelan equine encephalomyelitis
C0153065,"Encephalomyelitis, Eastern Equine"
C0153064,"Encephalomyelitis, Western Equine"
C0085319,Cryptosporidium parvum
C0019092,Hantavirus
C0336663,Weapons
C3537093,Respiratory Secretion Alteration
C0043084,Weaning
C0872021,Bioterrorism
C0026126,Military Personnel
C0489451,Body surface
C4045969,Physical Barriers
C0016397,Focal Infection
C0243026,Sepsis
C0043395,Yellow Fever
C0023281,Leishmaniasis
C0030635,Pasteurella
C0034494,Rabies (disorder)
C1708335,Healthy Volunteers
C1881203,Infectious Dose
C0599921,mucosa-associated lymphoid tissue
C0545876,Lumen of intestine
C0238106,Clostridium difficile colitis
C0544420,Digestive Enzymes
C0239182,Watery diarrhea
C1707628,Damage of Vaginal Mucosa
C0229792,Lymph node of mesentery
C0226875,Lower Gastrointestinal Tract
C0010709,Cyst
C1318418,Brush Border
C1744526,Cryptosporidium
C4700060,E. histolytica
C0012563,Genus Diphyllobothrium
C0012751,Distance
C0597404,Respiratory viruses
C0018909,Hemagglutinin
C0026941,Mycoplasma pneumoniae
C0006017,Bordetella pertussis
C0302507,Parainfluenza Virus Infections
C4267729,Respiratory pathogens
C0002808,Science of Anatomy
C0178879,Urinary tract obstruction
C0232483,Reflux
C0020197,hyaluronidase
C0205622,Microinvasive tumor
C0205125,Deep (qualifier value)
C0041228,African Trypanosomiasis
C0004572,Babesia
C0314768,Bacterial exotoxin
C0919293,Host Factor 1 Protein
C0025011,Measles virus
C0036316,Schistosoma haematobium
C0038028,"Spores, Bacterial"
C1519280,Sexually Transmitted Agents
C0026783,mumps virus
C0376325,hepatitis A virus
C2677180,Congenital microcephaly
C0009770,Inclusion conjunctivitis
C1136170,Virulence Factors
C0026687,Mucociliary Clearance
C0012240,Gastrointestinal system
C0242732,Tropism
C0054954,CD36 Antigens
C0028944,Oligodendroglia
C1257893,Pathogenicity Islands
C0014290,"Enhancer Elements, Genetic"
C0006968,Carbapenems
C1157196,extracellular polysaccharide biosynthetic process
C0081786,Microbial Biofilms
C1325881,biofilm formation
C0157749,Arthropathy associated with infection
C0243040,"Adhesins, Bacterial"
C2945724,f-protein
C0039444,Teichoic Acids
C0031921,Bacterial Fimbria
gal(α1–4)gal moiety,gal(α1–4)gal moiety
C0003319,Antigenic Variation
C0023767,Lipid A
C0069180,O Antigens
C0108768,CD14 Antigen
C0682610,Enterocytes
C0554101,Villous atrophy
C2244382,channel-forming ionophore activity
C0506994,Goblet Cells
C0231830,Ciliary action
C0004600,Back
C0011167,Deglutition
C0458579,Lower respiratory tract structure
C0031354,Pharyngeal structure
C1537068,Virus Internalization
C0008778,Cilia
C0041967,Urethra
C0227598,Urothelium
C0520575,Acute pyelonephritis
C0085697,Chronic pyelonephritis
C0445727,Olsenella uli
C0006852,Candidiasis of vagina
C0004610,Bacteremia
C5234945,Immune status
C0010692,Cystitis
C0149667,DESQUAMATED SKIN
C5420372,Respiratory Droplets
C0016976,Gallbladder
C0021948,Invertebrates
C0027551,Needle device
C0034896,Rectum
C0521367,Oropharyngeal
C0015928,Fetal development of the mammalian embryo or fetus
C0043528,Zoonoses
C3887843,Microbiota (environment)
C1545500,Influenza virus A hemagglutinin
C0270612,Leukoencephalopathy
C1157858,coenzyme A catabolic process
C0815048,toxic proteins
C1313790,"TAPBP protein, human"
C0079868,"Mutagenesis, Insertional"
C1179412,Cell cluster
C0314752,Gram-negative bacillus
C0441134,Vascular Catheters
C0481488,Has artificial joint
C1449624,Neuroepithelial Cells
C0563199,bacterial cell
C0009118,Coagulase
C0015268,Exfoliative Toxins
C0051962,anthrax toxin
C0027934,Neurotoxins
C0039614,Tetanus
C0059036,Peptide Elongation Factor 1
C0001492,Adenylate Cyclase
C0023092,Lassa Fever
C1817908,Cellular Immune Response
C0006033,Borrelia
C1335239,PPBP gene
C5670764,ATIC Gene Rearrangement
C0678936,gene recombination
C0580795,Enteroinvasive Escherichia coli
C0023861,Listeria monocytogenes
C0065082,"hlyA protein, Listeria monocytogenes"
C4277608,AlkB Enzymes
C5137598,receptor decoy activity
C3203360,Suppuration
C0037973,ORDER SPIROCHAETALES
C0319941,Histoplasma capsulatum
C0276622,Acute viral hepatitis
C0149985,"Syphilis, secondary"
C0450363,Three-dimensional
C0333740,Abnormal number of nucleoli
C0009663,Condylomata Acuminata
C0009063,Clostridium perfringens
C0240821,Pseudomembrane
C0276926,Schistosoma hematobium infection
C5139077,Infection due to encapsulated bacteria
C0253050,Stat3 protein
C0596032,acquired immunodeficiencies
C4527217,Infiltrative Tumor Margin
C0472699,Hemopoietic stem cell transplant
C0597385,Respiratory airway clearance
C0022877,Laboratory
C0010150,Corynebacterium diphtheriae
C0948245,Cytokine Release Syndrome
C1382398,Increased capillary permeability (finding)
C0009055,Clostridium botulinum
C0009064,Clostridium tetani
C0006772,Calmodulin
C0004587,Genus Bacillus
C0030657,Pathogenicity Aspects
C1159560,capsular polysaccharide transport
C1956061,Cathelicidins
C5197907,Bacterial Outer Membrane
C1418887,PRF1 gene
C0599896,trafficking
C3178994,Disease Eradication
C1527180,Dominant
C1334467,Lymphoplasmacytic Infiltrate
C0004044,Asphyxia
C5195444,Antibody deficiency
C0085396,Neisseriaceae Infections
C5436123,Invasive infections
C5392099,Virome
C4019321,Type 3 Secretion Systems
C1154599,quorum sensing
C4690199,Extracellular Polymeric Substance Matrix
C1319405,Clinical microbiology
C0039712,Textbooks
C0085580,Essential Hypertension
C2985739,Clinically Significant Indicator
C0872351,monolayer
C0009458,Communications Media
C1180562,External elastic lamina
C0042367,Structure of vasa vasorum
C0226008,All large arteries
C0681018,elastic (economic descriptor)
C4022895,Medial calcification of medium-sized arteries
C0034965,Regional Blood Flow
C0035028,Relaxation
C0013806,Electroconvulsive Therapy
C0796371,BAT Locus
C1879885,Backflow
C0449379,Connection
C0162574,"Glycation End Products, Advanced"
C2712122,Normal blood pressure
C0015825,Labyrinth fenestration
C0812425,S-Phase Fraction
C1961121,Congenital vascular anomaly
C0005136,Berry Aneurysm
C0035956,"Rupture, Spontaneous"
C0003855,Arteriovenous fistula
C0742747,High-output congestive heart failure
C0016052,Fibromuscular Dysplasia
C1817007,cell wall thickening
C1272641,Systemic arterial pressure
C1258192,Total Peripheral Resistance
C1156281,sodium ion homeostasis
C0035094,Renin
C0227650,Juxtaglomerular cell
C0225356,Myoepithelial cell
C0017654,Glomerular Filtration Rate
C0003006,Angiotensin I
C0003009,angiotensin II
C0085552,Health Care Costs
C0042210,Vaccines
C2347175,Acre USA Survey
C0332140,"Diagnosis, clinical"
C0242264,Electric Capacitance
C0226002,Structure of medium artery
C0225342,Adventitia
C0020887,Structure of iliac artery
C0039155,Systole
C0012000,Diastole
C0232108,Arterial pulse pressure
C0035065,Structure of renal artery
20 to 100 µm,20 to 100 µm
C0205361,Steady
7 to 8 µm,7 to 8 µm
C1442199,Blood or Tissue
C0184252,Medical Valves
C0013832,Electrolytes
C0596117,antithrombogenic surface
C1515974,Anatomic Site
C0008524,Structure of choroid plexus
C0016107,filtration
C0004112,Astrocytes
C2346807,Anti-Coagulation Factor Unit
C1258027,Endothelium-Dependent Relaxing Factors
C0205112,Basal
C0001516,Adhesives
C5552990,Receptivity
C0444454,Access
C0004268,Attention
C0020168,Humor
C5667488,Hyperperfusion
C0035096,Renin-angiotensin system
C0035280,Retention (Psychology)
C0226350,Structure of afferent glomerular arteriole
C0022677,"Kidney Tubules, Proximal"
C0003017,Angiotensinogen
C0003018,Angiotensins
C3271396,aldosterone secretion
C0005974,Bone Resorption
C1144709,Natriuretic Peptides
C0042380,Vascular resistance
C0027481,Atrial Natriuretic Factor
C0155616,Secondary hypertension
C0075233,Aldosterone Synthase
C0020268,hydrocortisone
17α,17α
C1384514,Conn Syndrome
C0001627,Congenital adrenal hyperplasia
C0026457,Monoamine Oxidase Inhibitors
C0221043,Liddle Syndrome
C0009085,statistical cluster
C0003011,"Receptor, Angiotensin II"
C3890554,Physical Inactivity
C0025945,"Microangiopathy, Diabetic"
C0878486,Arteriolosclerosis
C0003826,Arts
C5237367,Integrated
C2936380,Neointima
C1368081,Physical trauma
C0678234,Stenosis Morphology
C0231186,compensatory
C0264956,Atheroma
C0449820,Score
C0005824,Blood pressure determination
C0013798,Electrocardiogram
C0149721,Left Ventricular Hypertrophy
C0279752,Premenopausal - menopausal status
C0279025,Hormone Therapy
C0079399,Gender
C0023824,LDL Cholesterol Lipoproteins
C0023822,High Density Lipoprotein Cholesterol
C0600511,Pharmacologic Actions
C1286104,Dietary Intake
C0013707,Egg Yolk (Dietary)
C0522534,Saturated
C0360714,Hydroxymethylglutaryl-CoA Reductase Inhibitors
C1278080,Serum homocysteine measurement
C0019880,Homocystinuria
C1880179,convoluted shape
C0022675,Structure of collecting tubule
C0225880,Structure of myocardium of ventricle
C0022676,Distal convoluted renal tubule structure
C4726015,Sodium Excretion Rate
C0012797,Diuresis
C1373187,Renal Elimination
C0225998,Structure of afferent arteriole
C0011263,Multi-infarct dementia
C0857121,Hypertensive (finding)
C0035317,Retinal Hemorrhage
C0001621,Adrenal Gland Diseases
C1819254,aldosterone metabolic process
C0001622,Adrenal Gland Hyperfunction
C0686732,Environmental risk factor
C0264637,Benign hypertension (disorder)
C1293136,Obliteration procedure
C0038449,Stricture of artery
C0011382,Dental Occlusion
C0441127,Balloon dilatation catheter
C0920104,Complement factor test
C0085155,Generic Drugs
C0013764,elasticity
C5417748,Transplant-Associated Thrombotic Microangiopathy
C0038257,"Stent, device"
C0002996,"Angioplasty, Balloon"
C0011750,Developing Countries
C0016390,Foam Cells
C0871208,Rating (action)
C4324389,Cardiovascular Risk
C3658220,Atrial Remodeling
C1137094,Risk Reduction
C0036806,serum HDL
C0597423,Saturated fat
C0024798,Margarine
C0023821,High Density Lipoproteins
C0085298,Sudden Cardiac Death
C2242817,Homocysteine measurement
C0065058,Lipoprotein (a)
C0085833,Apoprotein(a)
C5206406,Clonal Hematopoiesis
C3641258,New Lesion Progression
C4703473,Atherosclerotic lesion
C3495426,Homocysteinemia
C0332461,Plaque (lesion)
C0598784,Dyslipoproteinemias
C0428474,Serum LDL cholesterol measurement
C0428472,Serum HDL cholesterol measurement
C0020476,Hyperlipoproteinemias
C0549399,Low density lipoprotein increased
C2700592,Decay (action)
C0333484,Fatty streaks
C0562425,millicoulomb
turbulence at branch points,turbulence at branch points
C0025465,Mesenteric Arteries
C0334146,Fibrous plaque
C0333227,Microembolus
C1511545,Critical
C0282116,Collaboration
C0021775,Intermittent Claudication
C0001637,Adrenergic Agents
C0011389,Dental Plaque
C0392464,Ventricular aneurysm
C1510412,Pseudoaneurysm
C0238577,Abdominal wall defect
C0242875,Ventricular Septal Rupture
C0444505,Peak level
C0002949,Arterial Dissection
C0032140,plasminogen
C1158918,lipoprotein modification
C3548511,melanocyte adhesion
C0337094,Exit
C2347366,Nonrandom Sampling
C0003601,Apoproteins
C0065059,Lipoprotein Receptor
C0589507,Cognitive function: initiation
C0032649,Structure of popliteal artery
C0007276,Internal carotid artery structure
C0003484,Abdominal aorta structure
C1522460,Thoracic aorta
C0599946,Attenuation
C0332528,Decreased thickness
C3640173,Inner Diameter
C0332520,Circumference
C0008031,Chest Pain
C0340288,Stable angina
C0156149,Gastrointestinal tract vascular insufficiency
C0007786,Brain Ischemia
C0948089,Acute Coronary Syndrome
C0443294,Ruptured behavior
C1157968,collagen catabolic process
C0442696,Waking
C0333099,Fusiform Aneurysm
C4020964,Fibrous cardiac diverticulum
C5453901,Intravascular space
C0012737,Tissue Dissection
C2713497,Saccular Aneurysm
C4329703,Defective Thyroglobulin Synthesis
C0333490,Medial degeneration
C0085808,"Aneurysm, Mycotic"
C0153188,"Syphilis, tertiary"
C0205385,Ascending
C0014100,Endarteritis
C0162871,"Aortic Aneurysm, Abdominal"
C4732735,Familial predisposition
C0271742,Glucocorticoid deficiency with achalasia
C0024419,Waldenstrom Macroglobulinemia
C0003509,Aortitis
C0007770,Structure of cerebral artery
C0206058,Elective Surgical Procedures
C0162872,"Aortic Aneurysm, Thoracic"
C1522619,Esophageal
C0035561,Bone structure of rib
C4025596,Abnormality of connective tissue
C0007431,Arterial catheterization
C0332463,Narrowed structure
C0009171,Cocaine Abuse
C0007177,Cardiac Tamponade
C0439070,Roman Numeral III
C5194360,Cardiac involvement
C0003364,Antihypertensive Agents
C4510302,Vasculitis due to and following viral infection
C2347126,Microscopic Polyarteritis
C0008728,Eosinophilic granulomatosis with polyangiitis
C4510989,Vasculitis of medium sized vessel
C5238790,Medication for Kawasaki Disease
C0034152,Henoch-Schoenlein Purpura
C0456981,specific antigen
C0151436,"Vasculitis, Leukocytoclastic, Cutaneous"
C0018593,Haptens
C0038418,streptokinase
C0013182,Drug Allergy
C0475208,Titer
C1335267,PRTN3 gene
C0033511,propylthiouracil
C2717865,Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis
C0003489,Aortic arch structure
C0332161,Attenuated by (contextual qualifier)
C4289684,Dilated Cystic Spaces Present
C0507851,Wall of aorta
C0814002,Neurogenesis
C0225957,Structure of anulus fibrosus of aorta
C0024117,Chronic Obstructive Airway Disease
C0333205,Mural thrombus
C0149783,Steroid therapy
C0439818,Bursting sensation quality
C0439508,per year
C0183336,Sleeve
5%,5%
C0232466,Feeding difficulties
C0562483,Persistent cough
blood splays apart the laminar planes of the media,blood splays apart the laminar planes of the media
C0439669,iatrogenic
C0596429,diagnostic catheterization
C0007202,Cardiopulmonary Bypass
C0032982,Pregnancy Trimesters
C0333285,Intramural hemorrhage
C0003956,Ascending aorta structure
C0029266,Mental Orientation
C0205166,Long
C0011666,Descending aorta
C0038530,Structure of subclavian artery
C0230132,Anterior chest wall structure
C0243111,manufactured apparatus
C0003504,Aortic Valve Insufficiency
C0549186,Obstructed
C0026976,"Myelitis, Transverse"
C0029213,Organ Specificity
C0011298,Demography
C0039483,Giant Cell Arteritis
C0039263,Takayasu Arteritis
C0010404,Cryoglobulins
C0019168,Hepatitis B Surface Antigens
C0369334,Hepatitis B Virus Surface Antibody
C1511876,Diagnostic Factor
C2981439,Clinical Events Severity
C0679254,disease recurrence
C0081583,cytoplasmic antineutrophil cytoplasmic antibody
C0134596,p-ANCA
C0242599,Neutrophil Activation
C3887628,Circulating immune complexes
C0029078,Structure of ophthalmic artery
C0226130,Structure of superficial temporal artery
C1859105,No ocular symptoms
C0751545,Giant Cell Aortic Arteritis
C0013762,Elastic Tissue
C0040452,Tooth root structure
C0003493,Aortic Diseases
C0524909,"Hepatitis B, Chronic"
C0027813,Neuritis
C0264684,Coronary arteritis
C0010051,Coronary Aneurysm
C0268750,Necrotizing glomerulonephritis
C3854530,Pulmonary capillaritis
C0340992,Cryoglobulinemic vasculitis
C0021055,Immunologic Memory
C0017955,Glycophorin A
C2936314,Medium-Sized Business
C0444708,Radiographic
C0449450,Presentation
C0035020,Relapse
C0017181,Gastrointestinal Hemorrhage
C0040021,Thromboangiitis Obliterans
C0333373,Microabscess
C0016512,Foot pain
C0023223,Leg Ulcer
C4086797,Refrain from Smoking
C0240903,Rheumatoid Vasculitis
C5235924,Vascular Invasion Negative
C0596270,Cardiovascular Infections
C0015468,Facial Pain
C0030247,Palpation
C0012569,Diplopia
C0018202,Granulomatous Angiitis
C0225991,Structure of great blood vessel (organ)
C0015031,Ethnicity
remainder of the aorta (in one third of cases),remainder of the aorta (in one third of cases)
C0700134,obliterated
C0036454,Scotoma
C4489454,Visceral vessels
C0019165,Hepatitis B Antigens
C0238598,Young Adult
C0027362,Human Age Group
C0501384,Motor nerve
C4061114,Acute illness
C0743841,Disorder characterized by fever
C0235592,Cervical lymphadenopathy
C0026691,Mucocutaneous Lymph Node Syndrome
C0003333,"Antigens, Heterophile"
C0260034,tumor proteins
C0019079,Hemoptysis
C0151190,Palpable purpura
C3495801,Granulomatosis with polyangiitis
C0016169,pathologic fistula
C5436444,Respiratory involvement
C0277556,Recurrent disease
C0205409,Isolated
C0017661,IGA Glomerulonephritis
C0205847,Middle Aged
C0149516,Chronic sinusitis
C0235896,Pulmonary Infiltrate
C1335386,Peripheral Blood Eosinophilia
C0333497,Segmental glomerulosclerosis
C0085129,Bronchial Hyperreactivity
C0162857,Structure of radial artery
C3494625,Heavy tobacco smoker
C0151268,Visceral infarction
C0004626,"Pneumonia, Bacterial"
C5544423,Blood Flow Restriction Therapy
C1304451,Ischemic gangrene
C1282916,Secondary Raynaud's phenomenon
C0232352,Vascular insufficiency
C0852949,Arteriopathic disease
C0002963,"Angina Pectoris, Variant"
C2063324,dilated ischemic cardiomyopathy
C1739395,Takotsubo Cardiomyopathy
C0226513,Structure of superficial vein
C0265029,Portal vein obstruction
C0019154,Hepatic Vein Thrombosis
C0019112,Hemorrhoids
C0040046,Thrombophlebitis
C0851980,Peritoneal Infection
C4551518,Venous stasis
C0231287,Postoperative state
C0038833,Superior Vena Cava Syndrome
C1334665,Mediastinal Lymphoma
C1508661,Pulmonary vessels
C0265072,Inferior vena cava syndrome
C0238261,Lymphedema praecox
C1704423,Milroy Disease
C0543467,Operative Surgical Procedures
C0024884,"Mastectomy, Radical"
C0333241,Chronic edema
C0018923,Hemangiosarcoma
C0017653,Glomus Tumor
C0085434,"Angiomatosis, Bacillary"
C0038505,Sturge-Weber Syndrome
C0858684,Facial telangiectasia
C0085666,Spider nevus
C0039445,Hereditary hemorrhagic telangiectasia
C0848027,internal lesion
C0085653,Pyogenic granuloma
C1411731,Tumors and Pregnancy
C2959369,Granuloma gravidarum
C0238814,Brain Hemangioma
C1140710,Cerebral Cavernous Hemangioma
C0665301,"KRIT1 protein, human"
C1427709,CCM2 gene
C1418402,PDCD10 gene
C0205828,Cavernous lymphangioma
C0242631,Bartonella henselae
C0007361,Cat-Scratch Disease
C0035791,Bartonella quintana
C0235480,Paroxysmal atrial fibrillation
C0013987,Emotions
C0011620,Stasis dermatitis
C1322279,Dilate procedure
C0221226,Distended umbilical veins
C0155773,Portal Vein Thrombosis
C0036130,Salpingitis
C0030785,Pelvic abscess
C0042459,Superior vena cava structure
C0157705,Acute lymphadenitis
C0008732,Chylous Ascites
C0008733,Chylothorax
C0242426,Chylopericardium
C0333865,Cytologic atypia
C0265974,Birthmark
C0002959,Angiectasis
C4476892,Dilatation of large choroidal vessels
C0228126,Leptomeninges
C0018991,Hemiplegia
C0034599,Radiology Specialty
C0446469,Surface region of upper chest
C0425683,Dilated capillaries
C4086026,Blood-Filled
C0850826,Localized skin lesion
C0002992,Angiomatosis
C0023759,Lip structure
C1413357,CFLAR gene
C3893605,unencapsulated part of cell
C2826293,Clinical Relevance
C0406226,Traumatic skin ulcer
C0007765,Cerebellum
C1882071,Network
up to 15 cm,up to 15 cm
C5394943,Has filling
C0005905,Physiologic Thermoregulation
C0222001,Structure of nail of finger
C0700080,Vascular proliferation
C0007450,Felis catus
C1512656,Immunocompetent
C0322630,Pediculus humanus humanus
C0040830,Trench Fever
C0028259,Nodule
C0241270,subcutaneous mass
C1335070,Nuclear Atypia
C0240321,Mediterranean
C0815080,organ rejection
C0392768,Bluish red color
C0994894,Patch Dosage Form
C0018915,Hemangioendothelioma
C0206732,Epithelioid hemangioendothelioma
C0024224,lymphangiosarcoma
C0345907,Angiosarcoma of liver
C0205182,Atypical
C2936204,Endovascular Procedures
C0687568,Coronary artery stent (device)
C1322815,Drug-Eluting Stents
C0182437,Biological blood vessel prosthesis
C0010055,Coronary Artery Bypass Surgery
C0036186,Saphenous Vein
C0729538,Saphenous vein graft
C0226276,Structure of internal thoracic artery
C0333186,Restenosis
C4235308,response to endothelin
C5197848,Vagal Anti-inflammatory Pathway
C0018809,Heart Neoplasm
C1855073,"Mortality, Premature"
C0749225,Systolic dysfunction
C0520863,Diastolic dysfunction
C0003492,Aortic coarctation
C0813207,Creation of shunt
C0427184,No incoordination
C4524729,Radiation Output Failure
C0332162,Onset of (contextual qualifier)
C2983555,Type of Valve Dysfunction
C0042509,Ventricular End-Diastolic Volume
C0036225,Sarcomeres
C0333963,Concentric hypertrophy
C0546817,Fluid overload
C0205549,Series
C5570330,Weight:Mass:Pt:Heart:Qn
C0333961,Secondary hypertrophy
C0007194,Hypertrophic Cardiomyopathy
C0752248,Gene Expression Profiling
C0001701,"Exercise, Aerobic"
C0022206,"Exercise, Isometric"
C0443246,Left sided
C0225897,Left ventricular structure
C0238705,Left atrial hypertrophy
C0085619,Orthopnea
C0038846,Supine Position
C1272568,Oral secretion
C0079280,Endothelial Growth Factors
C0026118,Milieu Therapy
C4524906,Polyclonality
C0746619,monoclonal
C1517938,Long Interspersed Elements
C0085590,catheter device
C0032624,Polyvinyl Chloride
C0596321,Chemical Carcinogenesis
C0030016,Oxidoreductase
C0225883,Right ventricular structure
C0038925,Surgical Flaps
C3662487,Catastrophic antiphospholipid syndrome
C0032178,Platelet Antagonists
C0144576,paclitaxel
C0447054,Structure of left internal thoracic artery
C0741949,Cardiovascular Pathology
C0334221,Re-Epithelialization
C3897493,Stent Thrombosis
C1532338,Percutaneous Coronary Intervention
C0683326,disease classification
C0243088,sequelae aspects
C5420380,Seroprotection
C1708480,In Utero
C0456984,Test Result
C0206177,Physiologic intraventricular pressure
C0332181,Annual
C1288298,Insidious
C0428883,Diastolic blood pressure
C0542331,Shunt Device
C0030055,Oxygen Consumption
C3537076,Cytoskeletal Process
C0042512,Ventricular Outflow Obstruction
C0205091,Left
C0332524,Normal thickness
C0026266,Mitral Valve Insufficiency
C0750540,Nonspecific
C3150192,Myocyte hypertrophy
C3840869,Boggy
C0277814,Sitting position
C0231472,Standing position
C0232237,S3 - Third heart sound
C0554309,Prerenal azotemia
C1140716,Hypoxic Brain Damage
C0242889,Adrenergic Antagonists
C0003015,Angiotensin-Converting Enzyme Inhibitors
C1167956,Cardiac Resynchronization Therapy
C2939447,Right ventricular failure
C0152171,Idiopathic pulmonary hypertension
C0520679,"Sleep Apnea, Obstructive"
C0600519,Ventricular Remodeling
C0018821,Cardiac Surgery procedures
C1820163,heart morphogenesis
C0264886,Conduction disorder of the heart
C0028326,Noonan Syndrome
C0596519,environmental stressor
C0428871,Right to left cardiovascular shunt (finding)
C0232180,Cardiac shunt
C1260866,blood oxygenator
C0428870,Left to right cardiovascular shunt (finding)
C0039685,Tetralogy of Fallot
C2675023,Congenital cardiac malformations
C2985290,Fetal Alcohol Spectrum Disorders
C0013743,Eisenmenger Complex
C0242687,Early Intervention (Education)
C0016521,Cardiac foramen ovale
C0016522,"Foramen Ovale, Patent"
C0036492,Seals (Animal)
C0042293,Valsalva Maneuver
C0037383,Sneezing
C3858706,unrestricted
C0225840,Structure of ostium secundum
C0058836,Dynamin GTPase
C0031192,Persistent Ostium Primum
C0231084,Structure of sinus venosus of fetus
C0225870,Ventricular septum
C1947976,Correction (change)
C0013273,Structure of ductus arteriosus
C0456261,Pulmonary Vascular Resistance
C0185003,Reparative closure
C0033559,Prostaglandins E
C0242855,Congenital atresia of pulmonary valve
C0280598,doxorubicin/vincristine protocol
C0455825,Left ventricular mass
C0012725,Psychologic Displacement
C0504035,Wall of right ventricle
C0003501,Aortic valve structure
C0034089,Pulmonary Valve Stenosis
C0225844,Right atrial structure
C0225860,Left atrial structure
C0030352,Structure of papillary muscle
C0232257,Systolic Murmurs
C0425589,Heart irregularly irregular
C0018827,Heart Ventricle
C0225832,Structure of auricular appendage
C0719517,Correct brand of docusate-phenolphthalein
C0179406,Remote-afterloading brachytherapy system
C4227331,Cardiomyocyte hypertrophy
C0154307,Idiopathic Noncirrhotic Portal Hypertension
C0037090,"Signs and Symptoms, Respiratory"
C0042484,Venous Engorgement
C1565489,Renal Insufficiency
"j am coll cardiol 39:1890,2002","j am coll cardiol 39:1890,2002"
C0852689,Congenital rubella infection
C0663285,"NR1I3 protein, human"
C0265808,Cyanotic congenital heart disease
C0179874,Chamber (physical object)
C1517378,Gain
C0225836,Interatrial septum
C0344893,Right cardiac ventricular dilatation
C0018792,Heart Atrium
C0231080,Structure of atrioventricular canal cushion
C0014116,Endocardial Cushion Defects
C5539669,Irreversible airflow obstruction
C0225811,Structure of apex of heart
C1327729,Cell septum
C0204727,Isolation procedure
C1552852,HtmlLinkType - prev
C0226069,Left pulmonary artery
C0226023,Structure of ligamentum arteriosum
C0337076,Industrial machine
C0870810,lifesaving
C0549113,Aortic Root
C0543481,Hypoplastic
C0332506,Normal size
C3163720,Obstruction of pulmonary outflow tract
C0221104,Hyperviscosity
