cui,umls_concept
C0796344,genetic analysis
C0393006,genetic testing for cancer risk
C1882911,reciprocal
C0332147,suspected diagnosis
C0684224,report document
C1513389,molecular diagnostics laboratory shared resource
C1550025,load remote control command
C1709510,personalized
C2936346,22q11 deletion syndrome
C0796358,comparative genomic analysis
C0012893,dna probes
C0182400,probes
C0597356,rapid diagnosis
C0936012,analysis
C1710162,spontaneous regression
C0443147,autosomal dominant inheritance
C2825843,alk gene mutation
C0042460,vena cava structure
C0205207,cystic
C3645627,primitive
C5392132,therapy animals
C0042600,vestibular nucleus structure
C1300072,tumor stage
C1135161,stage 4s neuroblastoma
C0004271,attitude
C0278250,prognosis good
C1521168,chromosome 2 short arm
"brodeur gm et al. (j clin oncol 11:1466,1993)",brodeur gm et al j clin oncol 1114661993
C1514474,prognostic factors
C1517417,gain of chromosome 7
C1522485,tracer
C0332239,young
C0151825,bone pain
C1291743,catecholamine metabolite
C0017071,sympathetic ganglia
C3843639,sporadically
C0238767,bilateral
C0205092,unilateral
C0443337,unifocal
C1705192,seeding
C1182672,columnar
C0029130,optic nerve
C0038527,subarachnoid space
C0014392,enucleation procedure
C0037579,soft tissue neoplasms
C1554153,developing organization
C0003076,aniridia
C0744356,abnormality of the genital system
C0018051,gonadal dysgenesis
C1520361,11p13
C0042063,urogenital abnormalities
C0332890,congenital hemihypertrophy
C0206624,hepatoblastoma
C0001618,tumors of adrenal cortex
C0030297,pancreatic neoplasm
C1709966,drosha gene
C1414028,dgcr8 gene
C3268787,renal artery morphogenesis
C0205358,soft
C0333435,cystic degeneration
C0852733,completed suicide
C0205295,myxoid
C0227628,renal parenchyma
C0549183,midline qualifier value
C0030797,pelvis
C3845275,germline
C1518997,peripheral blood lymphocyte
C0036087,saliva
C0475358,tumor tissue sample
C0020732,iatrogenic disease
C0871109,postnatal
C0008509,chorionic villi sampling
C0332152,before
C0282687,hemorrhagic fever ebola
C0029341,orthomyxoviridae
C0016320,fluorescent dyes
C0021798,interphase
C0687404,fluorescence light microscope
C1449575,microarray analysis
C3274902,fecal dna test
C1514811,bibliographic reference
C1511760,deletion mutation
C3897123,bacterial artificial chromosome arraybased comparative genomic hybridization
C3503897,vibration therapy units whole body
C0524869,loss of heterozygosity
C1710709,zygosity
C2607943,findings aspects
C1511897,dideoxy chain termination dna sequencing
C0200931,polymerase chain reaction analysis
C0005377,bicycling recreational activity
C0016315,fluorescence
C5239514,droplet digital pcr
C4724475,enrichment technique
C3640077,whole exome sequencing
C3640076,whole genome sequencing
C0596612,genetic disorder diagnosis
C0796345,genetic linkage analysis
C2350277,genomewide association study
C5445211,marker
C0023746,linkage disequilibrium
C0376691,programs publication format
C0004936,mental disorders
C0086047,conferences
C0678933,genetic loci
C0949688,molecular diagnostic techniques
C0280674,aromatase inhibition therapy
C2675336,duplication 15q11q13 syndrome
C3491162,alirocumab
C4051516,pcsk9 inhibitors moa
C3264621,ivacaftor
C0598306,homeo domain
C1720983,channelopathies
C0025552,metals
C0010868,cytotoxin
C0563033,personal environment
C0206217,global warming
C3494312,fukushima nuclear accident
C0023176,lead poisoning
C0014417,environmental pollutants
C2718051,climate change
C1516446,chemical agents
C0336529,physical agents
C0021508,disorders of environmental origin
C0030106,ozone
C0025617,methane
C4505224,greenhouse gases
C2350022,water vapor
C0079201,deforestation
C0007820,cerebrovascular disorders
C0035204,respiration disorders
C0017160,gastroenteritis
C0008354,cholera
C0259846,adulteration
C0016248,floods
C1640363,vector borne diseases
C0011311,dengue fever
C0599882,melting
C0043027,war
C0040541,toxicology
C0043335,xenobiotics
C0259754,watersoluble vitamin
C0040539,toxicity aspects
C1154744,xenobiotic metabolism
C0015663,fasting
C0038187,starvation
C0001873,air pollution
C1510837,airborne particulate matter
C0038777,sulfur dioxide
C0028160,nitrogen dioxide
C0023175,lead
C1720884,particulate matter
C0028167,nitrogen oxides
C0030015,oxides
C0596319,chemical reaction
C0376554,knowledge
C2717925,dna copy number variations
C0017393,genetic markers
C1285573,genotype determination
C0017890,glycine
C1328887,genome sequencing
C0012892,dnadirected dna polymerase
C0206416,dna primers
C0185125,application procedure
C0002658,amphetamine
C1720880,solid phase extraction
20% or more,20 or more
C2986526,germline dna
C4330825,next generation targeted sequencing
C3178810,transcriptome
C0237753,numbers
C1555715,entry cluster
C0521115,simultaneous
C0030761,genetic pedigree
C4086242,disease phenotype
C0518010,body mass
C0005938,bone density
C0678804,prenatal
C2985566,targeted therapy
C0887950,genomics
C1847406,digital arthropathybrachydactyly familial
C1327127,microrna synthesis
C0039743,thanatophoric dysplasia
C0557698,door physical object
C0521127,occupational
C0543414,tobacco use
C0814090,occupational stress
C5392146,financial stress
C1521739,nutritional
C0004178,atmosphere planetary
C0021431,infrared rays
C0036397,science
C0337611,contact person
C0225387,exhaled air substance
C1175541,plp1 protein human
C0023820,lipoproteins
C0030011,oxidation
C1880989,glucuronidation pathway
C0597538,sulfation
C0017817,glutathione
C0389252,ret protein human
C0337174,storage area
C0037592,soil
C0077042,trichloromethyl free radical
C4690791,toxic metabolite repair
C0037365,smog
C0038137,standards characteristics
C0035245,respiratory physiology
C0013146,drug abuse
C0035953,running physical activity
C0007061,carboxyhemoglobin
C0032343,poisoning
C1264527,chronic poisoning
C1524062,additional
C2700280,world
C0034629,radon
C0001712,aerosols
C0006632,cadmium
C0347988,metals heavy
C2220426,exposure to lead
C4288954,house painting
C0017113,gasoline
C0026175,mining
C1154182,spray dosage form
C0001795,aged 80 and over
C0007670,centers for disease control and prevention us
C1706690,absorber device
C3272867,basophilic stippling measurement
C0011304,demyelination
C2826619,bone trabeculae
C0544864,lead line
C0002564,porphobilinogen synthase
C0015880,ferrochelatase
C0262463,increased blood lead level
C0078791,zinc protoporphyrin
C0014570,epiphysis of bone
C1268766,blood pressure alteration finding
C0271901,microcytic hypochromic anemia disorder
C0026609,motor neurons
C2349974,contamination
C0011324,dental amalgam
C0166979,dimethyl mercury
C5392256,carnivorous plant
C0329607,xiphias gladius
C0036941,shark fish
C0328997,pomatomus saltatrix
C0086626,minamata disease
C4543526,exposure to arsenic
C0021267,industry
C0052416,arsenic trioxide
C0595916,toxic nephropathy
C5670030,renal tubule damage
C0521168,occupational injuries
C4264313,industrial exposure
C0457553,fume
C0002607,ammonia
C0003948,exposure to asbestos
C0012833,dizziness
C0009676,confusion
C0151559,central nervous system depression disorder
C0360100,organic solvent product
C1412756,bche gene
C1155013,t cell differentiation
C0039315,tars
C0037684,soot
C0020247,hydrocarbons chlorinated
C0018799,heart diseases
C0009148,cobalt
C0005047,benzidine
C0041928,uranium
C0016436,folliculitis
C0234894,dermatitis acneiform
C0012503,dioxins
C5446834,ultraviolet irradiation inactivation
C0011041,ddt insecticide
C0017163,gastroenterology field
C0005038,lindane
C0002011,aldrin
C0012141,dieldrin
"dioxin (tcdd [2,3,7,8-tetrachlorodibenzo-p-dioxin])",dioxin tcdd 2378tetrachlorodibenzopdioxin
C0037274,dermatologic disorders
C0263454,chloracne
C0053800,bisphenol a
C0014631,epoxy resins
C1539312,dst gene
C0006823,canada
C0028429,nose
C0229167,structure of pars plana
C0475331,colorless
C2348648,tandem mass spectrometry scoring engine
C2826210,complete recovery
C0439994,tobacco smoke
C0439596,cyclical
C0009131,coal
C0034553,radioactivity
C0442519,home environment
C0023241,legionnaires disease
C0032310,pneumonia viral
C0009443,common cold
C0235266,eye irritation
C0453834,contaminated food
C0043056,water pollution
C0337074,occupational hazard
5 µg/dl (in older homes with lead paint/dust),5 µgdl in older homes with lead paintdust
C0303753,flint substance
C0719214,century brand of multivitamin
C0683322,mental impairment
C5441816,psychomotor impairment
C0018681,headache
C0085584,encephalopathies
C0234985,mental deterioration
C0017562,gingiva
C0598067,chondrogenesis
C0038734,sulfhydryl compounds
C0599175,heme biosynthetic process
C2350175,erythroid progenitor cells
C0231666,wristdrop
C0010164,cosmetics
C0040822,tremor
C0017574,gingivitis
C0474407,bizarre behavior
C0542279,reusable drivers
C0442540,streams
C0596583,food chain
C0007789,cerebral palsy
C0011053,deafness
C3842542,health problem 1
C0303761,wood preservative
C0001829,agriculture
C0025125,medicinal herbs
C0023487,acute promyelocytic leukemia
C0920506,environmentrelated malignant neoplasm
C1306587,acute encephalopathy
C0029456,osteoporosis
C0029442,osteomalacia
C0152025,polyneuropathy
C0153604,malignant neoplasm of scrotum
C0521362,gastrointestinal
C0031253,pesticides
C0235032,neurotoxicity syndromes
C1568245,endocrine disruptors
C0002842,androgen antagonists
C0001144,acne vulgaris
C1707597,cyst formation
C0162834,hyperpigmentation
C0022593,keratosis
C0040329,tobacco
C0040338,smokeless tobacco
C2828386,pass indicator
C0085134,cessation of smoking
C0032458,polycyclic hydrocarbons aromatic
4-(methylnitrosoamino)-1-(3-pyridyl)1-butanone (nnk),4methylnitrosoamino13pyridyl1butanone nnk
C0047964,4nmethylnnitrosamino13pyridyl1butanone
C0037390,snuff tobacco
C0813971,environmental tobacco smoke
C0010194,cotinine
C0556374,drunk driving
C0687725,alcoholics
C0085628,stupor
C0162297,respiratory arrest
C0001942,alcohol dehydrogenase
C0128462,microsomal ethanoloxidizing system
C0000966,acetaldehyde
C0000975,acetate
C0678701,ethanol metabolism
C2611154,nad binding
C1156545,acetaldehyde metabolic process
C0699757,acute alcoholism
C0815275,subcortical
C0333279,massive hemorrhage
C0014867,esophageal varices
C0005122,beriberi
C2713546,androgen receptor deficiency
C0019187,hepatitis alcoholic
C0020541,portal hypertension
C0013089,doxorubicin
C0039651,tetracyclines
C0559546,adverse reactions
C0008168,chloramphenicol
C0025741,methyldopa
C0034414,quinidine
C0038760,sulfonamides
C0020209,hydantoins
C0011015,daunorubicin
C0008370,cholestasis
C5391830,mahuangtang
C0279494,estrogen therapy
C0032629,polyvinyls
C0023903,liver neoplasms
C0009132,coal dust
C0039717,textiles
C0557351,employed
C0153381,malignant neoplasm of mouth
C1519021,personal attribute
C4086681,overall survival
C0002062,alkaloids
C1519689,tumor promotion
C0027779,netherlands antilles
C1454936,muc5ac protein human
C0007107,malignant neoplasm of larynx
C0677453,cigarette
C0376297,cardiac death
C0442821,strong
C0014859,esophageal neoplasms
C0225386,breath
C0542492,blood alcohol level measurement
C0684262,blood alcohol concentration
C1145676,alcohol metabolism
C0002930,anesthesiology
C0050417,aldehyde dehydrogenase nadp
C0000983,acetic acid
C0149518,acute gastritis
C0003289,antidepressive agents
C0751813,brain injury chronic
C0017152,gastritis
C0349464,wernickekorsakoff syndrome
C0235946,cerebral atrophy
C0262404,cerebellar degeneration
C0029132,disorder of the optic nerve
C0007192,cardiomyopathy alcoholic
C0149521,pancreatitis chronic
C0042849,vitamin b complex
C0162362,respiratory chain
C0282250,case fatality rate
C1441506,calculation
C0013231,drugs nonprescription
C0030312,pancytopenia
C0332573,macule
C0332563,papule
C0011606,exfoliative dermatitis
C0085795,amphotericin
C0031364,phenacetin
C0036077,salicylates
C0028156,nitrofurantoin
C0005740,bleomycin
C0018549,halothane
C0008286,chlorpromazine
C0009871,contraceptive agents
C0282402,hormone replacement therapy
C0033306,progestins
C0153567,uterine cancer
C0600142,hot flushes
C0013153,drug administration routes
C0034804,estrogen receptors
C0630906,vinyltriethoxysilane
C0041657,unconscious state
C0278329,prescribed
C0206669,hepatocellular adenoma
C0067634,nacetyl4benzoquinoneimine
C0001047,acetylcysteine
C0572036,aspirin overdose
C0002064,alkalosis respiratory
C0267112,acute gastric mucosal erosion
C0011892,heroin
hydromorphone (dilaudid),hydromorphone dilaudid
C0030049,oxycodone
C0031381,phencyclidine
C0022614,ketamine
C1413554,cnr1 gene
C0030855,pentachlorophenol
C0149938,analgesic nephropathy
C1510472,drug dependence
C0221793,opiate alkaloids
C0024808,marihuana
C0282108,cocaine hydrochloride
C0040441,tooth fractures
C0011546,emotional dependency
C0278080,physical addiction
C0392676,hyperpyrexia
C1657987,neuron development
C0013030,dopamine
C3546722,presynaptic grid
C1817671,postsynaptic density
C0032965,pregnancy complications infectious
C1563093,distal intermedial ridge of tibia
C5393824,cutaneous lesions
C0007642,cellulitis
C0017668,focal glomerulosclerosis
C0020264,hydrocodone
C0027410,narcotic antagonists
C0033080,prescription procedure
C0700268,cannabis sativa plant
C0039663,dronabinol
C0042153,utilization qualifier
C0024810,marijuana smoking
C0115471,midomafetamine
C5690846,synthetic cathinone
C0066582,catha edulis
C1521827,preparation
C0025605,methadone
C0018533,hallucinogens
C0563538,mechanical force
C0018674,craniocerebral trauma
C0043242,superficial abrasion
C0043246,laceration
C0000925,incised wound
C0033119,puncture wound
C4551823,instruments
C0336699,bullet device
C0000932,traffic accidents
C0020672,hypothermia natural
C0301571,liquid diet
C0553740,electrolyte regulation
C0433445,third degree burn injury
C0332687,second degree burn injury
C0745334,inhalation injury
C0006836,candida fungus
C0342952,hypermetabolism
C0010068,coronary heart disease
C0236075,menopausal symptom
C0014912,estradiol
C1140680,malignant neoplasm of ovary
C0524702,pulmonary thromboembolisms
C0033307,progestational hormones synthetic
C0700589,contraceptive methods
C0752086,glucuronides
C0038720,sulfates inorganic
C0162557,liver failure acute
C0027497,nausea
C0332173,daily
C0332218,difficult qualifier value
C1136118,toxicity tests chronic
C0042779,viscera
C0442801,exaggerated
C0079883,nmethylaspartate
C0242724,plant leaves
C0237886,sorting cognition
C0021499,subcutaneous injections
C1554888,intravitreal injections
C0549164,mental alertness
C0239076,cocaine user
C0039052,sympathomimetics
C0028351,norepinephrine
C0010073,coronary artery vasospasm
C0349489,fetal hypoxia
C0524662,opiate addiction
C0026549,morphine
C0235146,euphoric mood
C0018524,hallucinations
C0235195,sedated state
C0034417,quinine
C0029944,drug overdose
C0235063,respiratory depression
C0333222,septic embolus
C2923372,adulterants
C0017527,giant cells foreignbody
C0444532,right sided
C0040960,tricuspid valve structure
C0598697,hazard
C0037278,skin diseases infectious
C4022830,heavy proteinuria
C1145670,respiratory failure
C0086190,illicit drugs
C0024809,marijuana abuse
δ9tetrahydrocannabinol (thc),δ9tetrahydrocannabinol thc
C0036658,esthesia
C0237543,motor coordination
C0018810,heart rate
C0023067,laryngitis
C0019825,hoarseness
C0235744,breath holding
C0002932,anesthetics
C0304402,stimulant
C0851578,sleep disorders
C0011570,mental depression
C0003467,anxiety
C0919267,ovarian neoplasm
C1556061,electrical injuries
C0039409,tears body substance
hitting a part of the interior of the vehicle,hitting a part of the interior of the vehicle
being thrown from the vehicle,being thrown from the vehicle
C3853505,trapped
C0273112,myocardial contusions
C0019993,hospitalization
C0002055,alkalies
C0001883,airway obstruction
C0001168,complete obstruction
C0085592,heat cramps
C0018839,heat exhaustion
C0546884,hypovolemia
C0011175,dehydration
C0018843,heat stroke
C0038990,sweating
C0456240,core body temperature
C0024591,malignant hyperpyrexia due to anesthesia
C0428977,bradycardia
C0020941,immersion foot
C0524647,soldiers
C0042510,ventricular fibrillation
C0521116,current present time
C0442830,alternating current
C0023701,lightning phenomenon
C0034539,radiation nonionizing
C0013852,electrons
C0043299,diagnostic radiologic examination
C0017011,gamma rays
C0002217,alpha particles
C0005166,beta particle
C0600281,nomenclature
C0205163,equal
C0026574,mos gene
C0596208,brain cell
C1522449,therapeutic radiology procedure
C3156591,fibroblast activation
C0220624,adult brain neoplasm
C0086590,vegetable marrow
C0022099,radiation injury of bone marrow
C0025939,michigan geographic location
C3463824,myelodysplastic syndrome
C0040405,xray computed tomography
C4546836,polonium218
C0072962,radon daughters
C0520799,acute radiation syndrome
C1556156,nutrition calories
C1257763,overnutrition
C0452415,diet healthy
C0149928,malnutrition secondary
C0019863,homeless persons
C0013140,droughts
C2936506,livestock
C0205653,adolescent age group
C0220896,polish population
C0021968,iodine
C0870882,metabolic rates
C0003125,anorexia nervosa
C0006370,bulimia
C0030548,parenteral nutrition total
C0036002,sadenosylmethionine
C0086588,marasmus
C0563594,high temperature of physical object
C0337007,high humidity
50%,50
C1521801,having administered
C0039476,temperature
C0002688,amputation
C0206156,rewarming
C0162579,workplace
C0032863,power psychology
C0026051,microwave electromagnetic radiation
C3179344,sound waves
C0596801,ionization
C3245512,hl7publishingsubsection practice
C0011916,diagnostic techniques radioisotope
C0556643,radiation absorbed dose
C0199168,medical service
C0005515,biological factors
C0560133,millisievert
C0043309,roentgen rays
C1518287,neurologic effect
C1511559,cumulative
C0243021,cell cycle proteins
C0439852,indirect
C3272633,hyaline arteriolosclerosis
C3828748,nuclear swelling measurement
C0010840,vacuolation
C0018183,granulocyte
C1511246,bone marrow stem cell
C0040136,thyroid neoplasm
C0007115,malignant neoplasm of thyroid
C0751623,second primary cancers
C1265875,disintegration morphologic abnormality
C0017185,gastrointestinal neoplasms
C0036429,sclerosis
C0015677,fatty acid glycerol esters
C0026162,minerals
C0041536,ubidecarenone
C1135993,wasting disease chronic
C0010340,critical illness
C0039840,thiamine
C0034272,pyridoxine
C0178638,folate
C0005891,body image
C0454664,country
C0033677,proteinenergy malnutrition
C2985398,intestinal microbiome
C0728877,serum albumin level
C0597719,hypothalamicpituitaryadrenal axis
C0401151,chronic diarrhea
C0597176,parent deprivation
C0853892,catabolic state
C0016412,folic acid deficiency
C4759669,iodine deficiency
C0151613,electrolytes abnormal
C4478566,low estrogen levels
C0156404,irregular menstruation
C0020621,hypokalemia
C0042878,vitamin k
C0259753,fatsoluble vitamin
C0005575,biotin
C0027996,niacin
C0041249,tryptophan
C0035339,retinoids
C0026131,milk body substance
C0006494,butter
C0039224,table furniture
C0242773,daucus carota
C0038076,squash sport
C0242949,spinach dietary
C0007271,carotenoids
C0035342,retinol binding proteins
C1419339,renbp gene
C0042830,visual perception
C0035499,rhodopsin
C0035331,retinaldehyde
C1366536,rara gene
C1148772,rxr activity
C2245722,response to retinoic acid
C0166418,peroxisome proliferatoractivated receptors
C0596563,fatty acid metabolism pathway
C1709412,pmlrara fusion protein
C1456587,bariatric surgery
C1550443,person disability type vision impaired
C0043349,xerophthalmia
C0333131,keratin plug
C0333463,senile plaques
C0152455,keratomalacia
C0022566,keratinization function
C0242295,dietary supplements
C0020579,hypervitaminosis a
C0035579,rickets
C0042870,vitamin d deficiency
C0008318,cholecalciferol
C0049865,7dehydrocholesterol
C0333617,melanin pigmentation
C0014705,ergosterol
C0055530,vitamin d3 25hydroxylase
C0038304,steroid 21monooxygenase
C0085682,hypophosphatemia
C0006674,calcitriol
C1860413,normocalcemia
C0523826,phosphate measurement
C0001895,alabama
C0332462,folded structure
C0871712,deprivation
C0301577,carbohydrate diet
C0033680,proteinlosing enteropathies
C0237849,peeling of skin
C0162835,hypopigmentation disorder
alternating bands of pale and darker color,alternating bands of pale and darker color
C0019421,heterosexuality
C0085632,apathy
C0015544,failure to thrive
C0085649,peripheral edema
C0233697,obsessions
C0009269,cold intolerance
C0009806,constipation
C0232970,postmenopausal state
C0038357,stomach rupture
C0234622,emmetropia
C1159623,formate transport
C4277547,provitamins
C1283694,intestinal wall structure
C0051300,ldlreceptor related protein 1
C0185112,therapeutic mobilization
C0206427,rod photoreceptors
C0206428,retinal cone
C0234621,visual
C0085717,11cisretinal
C2699538,cystic keratinizing epithelioma
C0035143,repression psychology
C4054125,radiologic response
C1264195,refractory anemia with ringed sideroblasts
C0281666,alitretinoin
C0108082,vitamin d3 receptor
C1158366,fatty acid oxidation
C0596843,adipogenesis
C1158917,lipoprotein metabolism
C0597231,photoprotective agent
C1511938,histopathologic grade differentiation
C0007570,celiac disease
C0035323,retinal pigments
C0028077,nyctalopia
C0836136,keratinized stratified squamous epithelium
C0423178,bitots spots
C1879328,blindness both eyes nos disorder
C0025007,measles
C0013369,dysentery
C2350989,bone mineralization
C0039621,tetany
C0036785,serum calcium level
C0086369,grains
C2985494,resorption
C0019557,hip fractures
C0492305,atomic absorption calcium
C0222649,structure of flat bone
C1854912,short long bone
C0029418,osteoblasts
C0332582,dark color
C1265651,microfractures
C0205146,area
C0021724,structure of intercostal muscle
C0205284,marginal
C0444070,breast tissue sample
C1514521,prostatic tissue
C0420176,vitamin d supplement therapy
C0242154,poisoning by vitamin d
C1274179,metastatic calcinosis cutis
C0036474,scurvy
C0064990,calcium oxide
C0042880,vitamin k deficiency
C0042845,vitamin b12
C0243072,derivatives
C0016410,folic acid
C0005893,body mass index procedure
C1514721,range
C0578022,finding of body mass index
C0311277,obesity abdominal
C0700763,pravachol
C0182268,physiologic monitoring system
C1416825,lep gene
C0299583,leptin
C0389071,adiponectin
C0911014,ghrelin
C0070358,peptide yy
C0003741,structure of nucleus infundibularis hypothalami
C0033195,proopiomelanocortin
C0179636,cart device
C0027893,neuropeptide y
C1412286,agrp gene
C0026667,melanocyte stimulating hormone
C0025462,midbrain structure
C0684155,gut hormone
C0032207,platinum
C0021495,injections intraventricular
C0017125,gastric bypass
C1000792,microbiota plant
C0025914,house mice
C0020557,hypertriglyceridemia
C0151691,decreased hdl cholesterol concentration
C0400966,nonalcoholic fatty liver disease
C0745186,hypoventilation syndrome
C0751229,hypersomnolence
C0489607,pauses
C0029408,degenerative polyarthritis
C0497406,overweight
C3548907,renal phosphate excretion
C0231564,intramembranous bone formation
C1622923,endochondral ossification
C0018283,epiphysial cartilage
C0042789,vision
C2753812,endochondral bone growth
C0221354,frontal bossing
C0230139,thoracic cavity structure
C1184923,lordosis deformity of lumbar spine
C1512778,innate bone remodeling
C0223084,body of vertebra
C0015815,structure of neck of femur
C0370232,125dihydroxyvitamin d
C0200635,lymphocyte count measurement
C0031110,periosteum
C0038814,sunburn
C0005940,bone diseases
1932,1932
C0016767,fruit
C0042440,vegetables
C1721101,biosynthetic pathways
C0678615,amidation
C0033382,proline
C0024341,procollagenlysine 2oxoglutarate 5dioxygenase
C0020388,hydroxyproline
C0679823,participation
C0410173,severe autosomal recessive muscular dystrophy of childhood north african type disorder
C0043121,wernicke encephalopathy
C0441913,is tumor staging
C0017675,glossitis
C0011603,dermatitis
C0002888,anemia megaloblastic
C0242339,dyslipidemias
C0679809,health risk assessment
C2936179,obesity visceral
C0033898,psychological factors
C0014272,energy metabolism
C0020885,ileum
C0020663,hypothalamic structure
C1824528,cartpt gene
C0254370,melanocortin receptor
C0043094,weight gain
C0036239,satiation
C0036534,secretin
C0018841,thermogenesis
C0025933,mice obese
C1417061,mc1r gene
C0920563,insulin sensitivity
C4331921,obesityassociated insulin resistance
C2699424,concern
C1720529,constant dosing instruction fragment
C0021838,intestinal motility
C0681850,study subject
C0856727,cholesterol gallstones
C4018871,abnormality of the respiratory system
C0031880,obesity hypoventilation syndrome
C0037315,sleep apnea syndromes
C0032461,polycythemia
C0021665,insulinlike growth factor i
C0036883,sex hormonebinding globulin
C2610815,adiponectin secretion
C0486616,composition
C0086153,dietary modification
C0042438,vegetable oils
C0016157,fish oils
C0015689,omega3 fatty acids
C0012173,dietary fiber
C0086941,roughage
C0017102,allium sativum
C0679688,protective factors
C0068856,nitrosamides
C0037532,sodium nitrite
C0028125,nitrates
C0301568,high residue diet
C0036581,selenium
C0599638,drinking water
C3840880,traffic
C0140278,retinoic acid receptor
C0020175,hunger
C0149725,lower respiratory tract infection
C1290807,diarrheal disorder
C3850144,protein aggregates
C1706526,class cestoda
C0033164,prions
C0022802,kuru
C0085105,breast selfexamination
C0376329,new variant creutzfeldtjakob disease
C0032027,pityriasis rubra pilaris
C0022336,creutzfeldtjakob disease
C0006933,capsid
C0007637,inclusion bodies
C1366904,nuclear inclusion
C0037356,smallpox viruses
C0034497,rabies virus
C0042338,herpesvirus 3 human
C0019360,herpes zoster disease
C0001483,adenoviruses
C0035473,rhinovirus
C0037179,unmarried person
C0007623,cell wall
C0018154,grampositive bacteria
C1301465,motile bacteria
C0206558,simplexvirus
C0035583,rickettsia
C0008148,genus chlamydia
C0019721,hla antigens
C0008151,chlamydia trachomatis
C0042386,vasculitis hemorrhagic
C0035793,rocky mountain spotted fever
C0041473,typhus epidemic louseborne
C0003898,arthropod vectors
C0003121,anoplura
C0040203,ticks
C0026231,mites
C0026934,mycoplasma
C0041944,ureaplasma
C0556154,complex carbohydrate
C0001699,klebsiella pneumoniae
C0014834,escherichia coli
C0006034,borrelia burgdorferi
C0303920,fluorescent stain
C0521049,conidia
C0011635,arthrodermataceae
C0040247,tinea
C0040259,tinea pedis
C0040250,tinea capitis
C0024449,mycetoma
C0009183,coccidioides
C0019653,genus histoplasma
C5139224,opportunistic fungal infection
C0026716,mucor
C0010415,cryptococcus
C0032148,plasmodium genus
C0023270,genus leishmania
C0040922,trichomonas vaginalis
C0014323,entamoeba histolytica
C0041215,trypanosoma
C0521057,hyphae
C0003955,ascaris lumbricoides
C0040551,toxocara canis
echinococcus spp.,echinococcus spp
C0018889,helminthiasis
C0023047,larva
C0002830,ancylostomatoidea
C0027581,phylum nematoda
C0276919,intestinal nematode infection
C0043272,filaria bancrofti
C0040892,trichinella spiralis
C1563937,atherogenesis
C0587184,serum cholesterol measurement
C0003277,anticholesteremic agents
C0007209,cardiotonic agents
C0403082,diver occupation
C1532502,microaerophilic bacteria
C3178744,anticarcinogenic effect
C0001905,alaska
C0020747,ice cream
C4018878,gastrointestinal microbiome
C0043236,world health
C0085209,encephalopathy bovine spongiform
C0025249,membrane lipids
C0860888,tomography spiral computed
C0491970,light microscope
C0017070,ganglia spinal
C0596824,latent virus infection process
C0041912,upper respiratory infections
C1523865,membranebounded organelle
C0017440,gentian violet
C1510824,aerobic
C0085400,neurofibrillary degeneration morphologic abnormality
C0887879,cell surface extensions
C0042029,urinary tract infection
C0023343,leprosy
C0085399,ehrlichiosis
C0036472,scrub typhus
C1134651,betaglucans
C0008141,chitin
C5690868,glycosylated proteins
C0006105,brain abscess
C0085498,grampositive rods bacteria
C0036866,sex characteristics
C0036864,sex behavior
C0027342,nail plate
C2936533,invasive species
C0032276,pneumocystis carinii
C0458452,male urethral structure
C1278278,sperm nonmotile
C0021573,insect vectors
C4086523,intermediate host
C0086022,cloning vectors
C0205252,immature
C0038462,strongyloides stercoralis
C0007894,cestode infections
C0037267,integumentary system
C0012561,diphyllobothriasis
C0039251,taenia solium
C0334054,cystic disease
C0322177,echinococcus granulosus
C0034115,paracentesis
C0040818,trematoda
C0562634,ectozoic parasite
C0004913,bedbugs
C0016228,fleas
C0037913,spiders
C0030756,lice infestations
C0036262,scabies infestation
C1268203,mouth region part
C0003903,arthropods
C0024198,lyme disease
C0038411,streptococcus pyogenes
C0033477,propionibacterium acnes
C5142783,streptococcus mitus 1
C3658208,dysbiosis
C0178238,intestinal infectious disease disorder
C0332256,containing qualifier
C0430402,bacterial culture procedure
C0010453,anthropological culture
C1293950,silver stain method
C0017542,giemsa stain
C0200932,nucleic acid amplification tests
C1709846,realtime polymerase chain reaction
C0026344,models molecular
C0179086,analyzers laboratory microbiology susceptibility
C2298326,mycobacterium lepromatosis
C0206679,herpesvirus 1 human
C0026914,mycobacterium avium complex
C1535939,pneumocystis jiroveci pneumonia
C0276289,zika virus infection
C0018378,guillainbarre syndrome
C0012652,disease outbreaks
C3826173,human behavior
C1175175,severe acute respiratory syndrome
C0011133,deer mammal
C0026584,culicidae
C0008056,chikungunya virus
C0043125,west nile virus
C0949285,antibiotic resistance microbial
C0858318,plasmodium falciparum infection
C0699795,attack device
C0003175,anthrax disease
C0006057,botulism
C0032064,plague
C0037354,smallpox
C0041351,tularemia
C0019104,hemorrhagic fevers viral
C0006309,brucellosis
C0017589,glanders
C0025229,melioidosis
C0029291,psittacosis
C0034362,q fever
C0041471,typhus
C0751098,mosquitoborne viral encephalitis
C0035243,respiratory tract infections
C1279264,infectious disease of genitourinary system
C1853193,recurrent skin infections
C0745442,intravenous catheters
C0085178,needlestick injuries
C0005658,bite injury
C0003725,arboviruses
C0003044,animal bite
C0036315,schistosoma
C4072750,gastrointestinal pathogens
C0017133,gastric juice substance
C0042629,vibrio cholerae
C0013371,shigella infections
C0314761,normal flora
C0024651,malt grain
C0599757,m cells
C0206435,poliovirus
